丸森町上滝	37.87	140.79
仙台青葉区大倉	38.36833	140.66
仙台宮城野区五輪	38.26167	140.89667
石巻市泉町	38.42833	141.3
石巻市大瓜	38.45667	141.345
松島町高城	38.385	141.06833
能代市緑町	40.19833	140.03333
能代市常盤山谷	40.27167	140.16167
男鹿市男鹿中	39.92	139.80667
五城目町西磯ノ目	39.94333	140.11167
秋田市山王	39.71833	140.1
秋田市雄和女米木	39.54167	140.205
由利本荘市石脇	39.39833	140.04667
大館市比内町味噌内	40.19167	140.63333
北秋田市花園町	40.22667	140.37
横手市雄物川町今宿	39.29167	140.43
湯沢市沖鶴	39.17333	140.48
秋田美郷町六郷東根	39.39833	140.63
仙北市角館町中菅沢	39.59	140.56667
鶴岡市馬場町	38.72667	139.82667
鶴岡市温海川	38.59667	139.71
酒田市飛島	39.19833	139.55333
酒田市亀ケ崎	38.90833	139.84333
遊佐町遊佐	39.01167	139.90833
遊佐町小原田	39.01667	139.93
新庄市東谷地田町	38.75667	140.31167
山形金山町中田	38.92167	140.35667
山形市緑町	38.25667	140.34667
河北町西里	38.415	140.28
米沢市駅前	37.91167	140.12167
米沢市アルカディア	37.91333	140.14333
山形小国町岩井沢	38.05667	139.74833
白鷹町黒鴨	38.225	140.06167
福島市花園町	37.76167	140.47333
郡山市朝日	37.40167	140.36
白河市郭内	37.13167	140.215
大玉村南小屋	37.56	140.33333
棚倉町棚倉中居野	37.03	140.38
古殿町松川横川	37.09167	140.56167
田村市船引町	37.44	140.57667
いわき市小名浜	36.94833	140.90333
いわき市三和町	37.105	140.79833
川内村下川内	37.37	140.87167
浪江町幾世橋	37.495	141.0
南相馬市原町区三島町	37.64167	140.955
南相馬市鹿島区栃窪	37.725	140.88667
会津若松市材木町	37.48833	139.91
西会津町野沢	37.58667	139.64833
猪苗代町城南	37.55833	140.105
柳津町大成沢	37.41	139.70167
南会津町田島	37.2	139.77333
水戸市金町	36.38167	140.46833
常陸太田市町屋町	36.61333	140.565
ひたちなか市山ノ上町	36.34	140.58667
常陸大宮市中富町	36.54333	140.41167
土浦市常名	36.10333	140.19
石岡市柿岡	36.235	140.19
茨城鹿嶋市鉢形	35.96667	140.64667
潮来市堀之内	35.96667	140.52667
利根町布川	35.85833	140.13833
坂東市岩井	36.04	139.88333
筑西市舟生	36.25167	139.93167
鉾田市鉾田	36.15833	140.51667
日光市瀬川	36.735	139.68833
日光市中宮祠	36.74	139.495
大田原市黒羽田町	36.86333	140.12167
那須塩原市蟇沼	36.97167	139.91667
宇都宮市明保野町	36.55	139.86833
栃木市旭町	36.37667	139.73667
益子町益子	36.46667	140.09333
那須烏山市神長	36.65833	140.13333
沼田市西倉内町	36.64667	139.04333
沼田市尾瀬高等学校	36.73	139.22333
中之条町日影	36.565	138.63667
東吾妻町原町	36.57167	138.82167
前橋市昭和町	36.405	139.06
桐生市錦町	36.40333	139.33167
富岡市七日市	36.26333	138.88
板倉町板倉	36.225	139.60167
熊谷市桜町	36.15	139.38
本庄市児玉町	36.19	139.12833
久喜市下早見	36.06	139.66667
鳩山町大豆戸	35.98167	139.33333
川越市旭町	35.9	139.47333
飯能市下直竹	35.84	139.27833
さいたま浦和区高砂	35.85833	139.64833
秩父市上町	35.99	139.07333
小鹿野町両神薄	36.02	138.89833
銚子市川口町	35.74	140.85833
銚子市小畑新町	35.72167	140.85833
東金市東新宿	35.56	140.36833
多古町多古	35.735	140.46667
一宮町一宮	35.37167	140.36833
長南町総合グラウンド	35.385	140.235
香取市佐原平田	35.88667	140.50667
山武市松尾町富士見台	35.64333	140.44833
千葉中央区中央港	35.60333	140.105
千葉美浜区ひび野	35.64333	140.04
成田国際空港	35.775	140.38167
成田市名古屋	35.86333	140.36167
柏市旭町	35.86	139.95833
浦安市日の出	35.645	139.92333
館山市長須賀	34.98667	139.865
木更津市太田	35.37833	139.945
勝浦市墨名	35.15	140.31167
鴨川市八色	35.11333	140.09833
鴨川市内浦	35.16	140.19833
南房総市上堀	35.035	139.88667
東京千代田区大手町	35.68833	139.75667
東京港区海岸	35.63833	139.75333
東京新宿区西新宿	35.69	139.695
東京墨田区横川	35.70333	139.815
東京江東区青海	35.61667	139.78167
東京国際空港	35.535	139.8
東京杉並区阿佐谷	35.7	139.63667
東京江戸川区中央	35.70667	139.86833
八王子市大横町	35.665	139.32667
国分寺市並木町	35.715	139.45
青梅市東青梅	35.78833	139.275
神津島村金長	34.19	139.13333
伊豆大島町差木地	34.68333	139.415
伊豆大島町元町	34.75	139.355
東京利島村東山	34.52333	139.28833
新島村大原	34.35667	139.27333
新島村式根島	34.335	139.21
三宅村神着	34.12333	139.52167
三宅村坪田	34.06	139.54833
御蔵島村西川	33.89167	139.59
八丈町樫立	33.07167	139.79833
八丈町三根	33.11333	139.79167
青ヶ島村	32.46333	139.76333
小笠原村父島西町	27.09333	142.19167
小笠原村父島三日月山	27.095	142.185
小笠原村母島	26.63333	142.175
横浜中区山手町	35.44	139.65333
川崎中原区小杉陣屋町	35.58667	139.655
横須賀市光の丘	35.22667	139.66333
茅ヶ崎市茅ヶ崎	35.335	139.40333
小田原市久野	35.26667	139.085
秦野市曽屋	35.38	139.21167
湯河原町中央	35.14833	139.10833
相模原中央区中央	35.57167	139.37333
相模原緑区若柳	35.60167	139.20833
甲府市飯田	35.66667	138.55333
身延町大磯小磯	35.50167	138.54167
甲州市塩山下於曽	35.7	138.72167
大月市大月	35.61	138.94167
上野原市四方津	35.61333	139.08167
富士河口湖町船津	35.5	138.76
長野市箱清水	36.66333	138.19333
長野市松代	36.54333	138.20667
大町市役所	36.50167	137.85167
山ノ内町平穏	36.745	138.41333
松本市沢村	36.24667	137.97
上田市築地	36.4	138.20833
諏訪市湖岸通り	36.04667	138.11
佐久市下小田切	36.19333	138.47667
軽井沢町追分	36.34167	138.54667
安曇野市穂高支所	36.33833	137.88667
筑北村坂井	36.45	138.06833
飯田市高羽町	35.52333	137.82333
伊那市高遠町荊口	35.87667	138.13167
辰野町中央	35.98167	137.98833
飯島町飯島	35.67667	137.92
泰阜村梨久保	35.36333	137.86
糸魚川市一の宮	37.03833	137.86333
上越市中ノ俣	37.10667	138.16
上越市大手町	37.10667	138.24667
長岡市幸町	37.435	138.84
小千谷市城内	37.31333	138.79333
出雲崎町米田	37.535	138.70667
魚沼市下折立	37.20833	139.05667
南魚沼市六日町	37.065	138.87667
村上市塩町	38.22833	139.475
五泉市村松乙	37.69333	139.175
粟島浦村笹畑	38.45833	139.24667
阿賀野市畑江	37.82167	139.315
胎内市新和町	38.06	139.41
新潟空港	37.95333	139.11
新潟中央区美咲町	37.89333	139.01833
新潟秋葉区程島	37.78833	139.11167
新潟西蒲区巻仮設庁舎	37.75667	138.89333
佐渡市相川金山	38.04	138.25833
佐渡市相川三町目	38.03	138.24
富山市石坂	36.71	137.20167
富山市八尾町福島	36.58333	137.13667
魚津市釈迦堂	36.82667	137.41
立山町吉峰	36.60833	137.33
富山朝日町道下	36.94667	137.56
高岡市伏木	36.79167	137.05667
小矢部市泉町	36.67167	136.87333
南砺市天池	36.53833	136.88333
七尾市本府中町	37.03333	136.97
輪島市舳倉島	37.85	136.91667
輪島市鳳至町	37.39167	136.895
珠洲市三崎町	37.45	137.35833
羽咋市柳田町	36.92833	136.78
志賀町富来領家町	37.14333	136.725
能登町宇出津	37.31167	137.14667
金沢市西念	36.59	136.63333
小松市小馬出町	36.40833	136.445
加賀市直下町	36.28	136.32833
津幡町加賀爪	36.66833	136.72833
福井市豊島	36.055	136.22333
勝山市旭町	36.05333	136.50833
越前市高瀬	35.9	136.15667
福井坂井市三国町陣ケ岡	36.23833	136.14167
敦賀市松栄町	35.65333	136.06167
福井美浜町新庄	35.53167	135.98167
高浜町宮崎	35.48833	135.55
高山市丹生川町森部	36.22667	137.31167
高山市桐生町	36.155	137.25333
飛騨市神岡町殿	36.32	137.31167
下呂市森	35.805	137.24333
中津川市かやの木町	35.48833	137.5
美濃加茂市太田町	35.44	137.01667
白川町黒川	35.60333	137.355
岐阜市加納二之丸	35.4	136.76333
揖斐川町三輪	35.48667	136.56833
岐阜山県市谷合運動場	35.59333	136.735
郡上市八幡町島谷	35.74833	136.96333
熱海市網代	35.04833	139.09333
伊東市大原	34.965	139.10167
下田市加増野	34.72167	138.875
南伊豆町石廊崎	34.60333	138.84333
伊豆市中伊豆グラウンド	34.95833	139.00833
三島市東本町	35.11333	138.925
富士宮市弓沢町	35.22333	138.62167
富士市富士総合運動公園	35.19333	138.685
御殿場市萩原	35.31	138.93
島田市川根町家山	34.93833	138.075
島田市元島田	34.84	138.185
静岡駿河区曲金	34.97667	138.40333
静岡清水区千歳町	35.01667	138.485
牧之原市鬼女新田	34.67833	138.18333
掛川市篠場	34.75167	137.985
袋井市新屋	34.75	137.92333
御前崎市御前崎	34.605	138.21333
浜松中央区高丘東	34.75333	137.71167
浜松浜名区三ヶ日町	34.80333	137.55667
浜松浜名区滝沢町	34.86	137.71833
豊橋市向山	34.75667	137.40667
新城市乗本	34.93167	137.575
新城市作手清岳	34.96833	137.42333
田原市石神町	34.635	137.14
田原市福江町	34.63	137.095
名古屋千種区日和町	35.16833	136.965
岡崎市若宮町	34.95333	137.18
一宮市千秋	35.30167	136.84333
豊田市小坂本町	35.08667	137.15
豊田市大洞町	35.26833	137.25333
西尾市一色町	34.80667	137.02833
中部国際空港	34.86333	136.815
常滑市飛香台	34.895	136.855
南知多町豊浜	34.715	136.92833
愛西市稲葉町	35.15333	136.72833
四日市市日永	34.94	136.58
鈴鹿市西条	34.87833	136.56833
津市島崎町	34.735	136.52
津市片田薬王寺町	34.71333	136.41667
松阪市上川町	34.54833	136.55167
伊賀市緑ケ丘本町	34.76167	136.14167
尾鷲市南陽町	34.07	136.19333
三重御浜町寺谷総合公園	33.81833	136.025
三重紀北町十須	34.23833	136.27333
伊勢市矢持町	34.395	136.70333
志摩市志摩町越賀	34.26333	136.79167
彦根市城町	35.27667	136.24333
大津市御陵町	35.01667	135.855
大津市南小松	35.23667	135.955
近江八幡市桜宮町	35.12667	136.09833
甲賀市水口町	34.965	136.16667
東近江市君ヶ畑町	35.13833	136.38833
福知山市内記	35.29667	135.12667
舞鶴市下福井	35.45	135.31833
京丹後市弥栄町吉沢	35.63167	135.10167
京都中京区西ノ京	35.015	135.73333
宇治市宇治琵琶	34.88333	135.8
亀岡市安町	35.01333	135.57333
京丹波町坂原	35.285	135.39833
大阪中央区大手前	34.68167	135.51833
大阪国際空港	34.78833	135.445
高槻市桃園町	34.845	135.61667
箕面市箕面	34.83167	135.47167
岸和田市岸城町	34.45833	135.37
富田林市本町	34.50333	135.6
関西国際空港	34.43333	135.23833
大阪堺市中区深井清水町	34.53333	135.49167
豊岡市桜町	35.53667	134.82333
兵庫香美町香住区三川	35.59167	134.66167
朝来市和田山町枚田	35.32333	134.85
神戸中央区脇浜	34.69667	135.21333
明石市中崎	34.64333	134.99667
西宮市宮前町	34.73167	135.335
加古川市加古川町	34.75667	134.84167
三木市細川町	34.81	135.05167
三田市下深田	34.895	135.21167
加西市下万願寺町	34.98667	134.84167
丹波篠山市北新町	35.075	135.22
加東市社	34.91833	134.97333
姫路市神子岡前	34.84	134.67167
相生市旭	34.80333	134.46833
宍粟市山崎町中広瀬	35.005	134.55
洲本市物部	34.34	134.87833
南あわじ市福良	34.25833	134.71333
淡路市長澤	34.485	134.90167
淡路市富島	34.54667	134.92667
奈良市西紀寺町	34.675	135.83167
桜井市初瀬	34.52667	135.9
平群町鳴川	34.655	135.68333
大淀町桧垣本	34.39167	135.79
天川村洞川	34.27	135.88333
和歌山市男野芝丁	34.23	135.165
有田市箕島	34.08333	135.12833
御坊市薗	33.89167	135.15667
高野町高野山中学校	34.22167	135.59
みなべ町土井	33.85333	135.35167
紀の川市粉河	34.27333	135.40333
田辺市中辺路町近露	33.81833	135.61167
新宮市新宮	33.72667	135.99167
白浜町消防本部	33.66833	135.355
串本町潮岬	33.45	135.75667
古座川町高池	33.53333	135.81667
鳥取市吉方	35.48833	134.23833
岩美町浦富	35.575	134.33167
智頭町智頭	35.265	134.22667
倉吉市岩倉長峯	35.38167	133.81667
米子市博労町	35.435	133.33833
境港市東本町	35.545	133.235
松江市西生馬町	35.49833	133.02667
松江市西津田	35.45833	133.065
出雲市今市町	35.36667	132.75333
出雲市坂浦町	35.5	132.84833
雲南市大東町大東	35.32167	132.97167
浜田市大辻町	34.89667	132.07167
益田市匹見町石谷	34.535	131.92667
島根美郷町君谷	35.06333	132.50667
隠岐の島町西町	36.205	133.33333
隠岐の島町山田	36.29	133.24833
津山市林田	35.065	134.01
新見市新見	34.97667	133.47
美作市尾谷	34.94333	134.165
倉敷市新田	34.585	133.775
備前市伊部	34.74	134.145
赤磐市上市	34.755	134.01833
浅口市天草公園	34.53	133.58333
岡山北区桑田町	34.66	133.91667
岡山北区足守	34.73	133.80167
広島三次市十日市中	34.80833	132.85667
庄原市西城町熊野	35.00167	133.11333
北広島町都志見	34.665	132.41833
北広島町有田	34.675	132.53833
三原市円一町	34.395	133.07833
広島空港	34.44	132.92167
福山市松永町	34.44667	133.24833
広島中区上八丁堀	34.4	132.46333
呉市宝町	34.24167	132.55
呉市音戸中学校	34.18167	132.53
東広島市黒瀬町	34.325	132.67667
萩市土原	34.41	131.40667
萩市見島宇津	34.78333	131.14167
下関市竹崎	33.94833	130.92667
下関市豊浦町川棚	34.14667	130.925
宇部市野中	33.945	131.285
岩国市今津	34.16667	132.22
田布施町下田布施	33.955	132.04
山口市前町	34.16333	131.46167
防府市寿	34.05167	131.56167
下松市瀬戸	34.05667	131.87167
徳島市大和町	34.06833	134.57333
鳴門市撫養町	34.175	134.60667
吉野川市鴨島町	34.06667	134.35833
美馬市穴吹ふれスポ公園	34.04333	134.15167
美馬市脇町	34.06667	134.15
徳島三好市池田町サラダ	34.02667	133.805
阿南市富岡町	33.92	134.65
那賀町横石	33.795	134.44833
高松空港	34.21833	134.01667
高松市伏石町	34.31833	134.055
東かがわ市西村	34.25	134.32333
土庄町淵崎	34.48667	134.18833
坂出市王越町	34.37667	133.92833
観音寺市坂本町	34.13	133.66167
多度津町家中	34.27667	133.75333
今治市南宝来町二丁目	34.06167	133.00167
新居浜市一宮町	33.96	133.28167
西条市丹原町鞍瀬	33.78167	133.04667
松山市北持田町	33.84333	132.77667
宇和島市住吉町	33.22833	132.55333
八幡浜市広瀬	33.45333	132.42833
大洲市豊茂	33.56	132.47667
西予市野村町	33.38167	132.65167
愛媛鬼北町成川	33.21667	132.62167
室戸市吉良川町	33.39	134.14
室戸市室戸岬町	33.25167	134.17667
安芸市西浜	33.50667	133.90333
高知市本町	33.55667	133.53333
高知市春野町芳原	33.51	133.49833
須崎市山手町	33.4	133.28333
香美市土佐山田町宝町	33.60333	133.685
香美市物部町神池	33.73167	133.87667
宿毛市小筑紫町田ノ浦	32.90667	132.71833
土佐清水市有永	32.86333	132.8
土佐清水市足摺岬	32.72333	133.01
四万十町窪川中津川	33.31333	133.06167
黒潮町入野	33.025	133.00333
福岡空港	33.58167	130.445
福岡中央区大濠	33.58167	130.37667
福岡早良区板屋	33.43	130.385
福津市手光	33.77333	130.49167
糸島市志摩初	33.58333	130.185
北九州八幡東区桃園	33.86167	130.785
苅田町若久	33.79833	130.97667
飯塚市川島	33.65333	130.69333
福智町上野	33.715	130.79333
大牟田市笹林	33.03	130.44833
久留米市津福本町	33.30333	130.49333
八女市黒木町北木屋	33.215	130.69333
筑前町下高場	33.44167	130.60667
唐津市西城内	33.45	129.96667
佐賀市駅前中央	33.26667	130.305
太良町多良	33.02	130.18
嬉野市不動山	33.09667	129.94667
佐世保市干尽町	33.16	129.72667
平戸市岩の上町	33.36	129.55167
長崎市南山手	32.73333	129.86833
長崎市黒浜町	32.63333	129.79833
長崎市長浦町	32.91	129.78333
諫早市東小路町	32.84333	130.05333
雲仙市国見町	32.86333	130.30167
雲仙市小浜町雲仙	32.73833	130.26333
長崎対馬市厳原町東里	34.19833	129.29167
長崎対馬市上県町飼所	34.52833	129.39667
長崎対馬市美津島町鴨居瀬	34.33833	129.385
壱岐市芦辺町中野	33.79833	129.73
五島市富江町繁敷	32.65833	128.74667
五島市木場町	32.695	128.82667
南阿蘇村中松	32.88	131.07333
八代市平山新町	32.475	130.60833
八代市泉町	32.54833	130.81333
玉名市築地	32.96833	130.53
宇城市松橋町	32.64833	130.685
熊本西区春日	32.78667	130.68833
人吉市西間下町	32.20667	130.76
多良木町多良木	32.26333	130.935
芦北町芦北	32.29833	130.49333
上天草市大矢野町	32.58667	130.43
天草市本町	32.46833	130.135
天草市牛深町	32.19833	130.02667
中津市上宮永	33.58667	131.185
国東市国見町西方寺	33.635	131.56667
国東市鶴川	33.56333	131.73167
大分市明野北	33.23	131.655
別府市鶴見	33.31167	131.46667
別府市天間	33.33667	131.40667
臼杵市乙見	33.06833	131.74833
佐伯市蒲江蒲江浦	32.80167	131.92167
佐伯市堅田	32.92833	131.87
佐伯市蒲江猪串浦	32.79833	131.90167
豊後大野市三重町	32.97833	131.585
日田市中津江村合瀬	33.125	130.87667
日田市三本松	33.32167	130.93
玖珠町帆足	33.28333	131.15167
延岡市天神小路	32.58167	131.65833
延岡市北方総合運動公園	32.55667	131.52833
日向市亀崎	32.43167	131.62833
日向市大王谷運動公園	32.44333	131.63667
新富町上富田	32.06833	131.48667
宮崎都農町川北	32.24833	131.50167
高千穂町三田井	32.71167	131.30833
宮崎市霧島	31.93833	131.415
日南市油津	31.57833	131.40833
日南市北郷町大藤	31.66167	131.37667
串間市奈留	31.53	131.27
都城市菖蒲原	31.73	131.08167
都城市高崎町江平	31.905	131.085
小林市真方	31.99333	130.98833
鹿児島市東郡元	31.555	130.54833
鹿児島市下福元	31.51	130.45333
枕崎市高見町	31.27167	130.29333
阿久根市赤瀬川	32.02833	130.2
指宿市山川新生町	31.20333	130.64
薩摩川内市中郷	31.83	130.31
さつま町宮之城屋地	31.90667	130.455
霧島市隼人町内山田	31.74333	130.73667
鹿児島空港	31.79833	130.71833
伊佐市大口山野	32.14333	130.59667
鹿屋市新栄町	31.37667	130.85
錦江町田代麓	31.17	130.92
志布志市志布志町志布志	31.47667	131.1
鹿児島十島村中之島徳之尾	29.845	129.87333
薩摩川内市下甑町青瀬	31.68167	129.71333
西之表市住吉	30.65833	130.97667
西之表市西之表	30.72	130.98333
南種子町中之下	30.39667	130.9
屋久島町小瀬田	30.38333	130.66
屋久島町口永良部島池田	30.465	130.19333
屋久島町平内	30.23833	130.51
瀬戸内町西古見	28.24333	129.175
龍郷町屋入	28.415	129.60333
喜界町滝川	28.31833	129.97
奄美市名瀬矢之脇町	28.385	129.49333
天城町当部	27.79	128.94833
和泊町国頭	27.43333	128.705
知名町瀬利覚	27.36167	128.57
与論町麦屋	27.025	128.45
名護市宮里	26.595	127.96667
名護市豊原	26.51833	128.02167
国頭村奥	26.83667	128.27167
粟国村浜	26.59333	127.23833
伊平屋村我喜屋	27.03833	127.965
那覇市樋川	26.20833	127.68667
那覇空港	26.205	127.65
読谷村座喜味	26.39667	127.745
南城市玉城字玉城	26.14333	127.78333
久米島町山城	26.33	126.78333
久米島町謝名堂	26.33833	126.805
南大東村在所	25.83	131.22833
南大東村池之沢	25.82	131.22333
北大東村黄金山	25.94833	131.29667
多良間村塩川	24.64167	124.705
宮古島市平良下里	24.795	125.27833
宮古島市城辺福北	24.76333	125.40333
宮古島市平良池間	24.92333	125.24833
宮古島市上野新里	24.74167	125.32833
宮古島市伊良部前里添	24.83333	125.19333
石垣市登野城	24.33667	124.165
石垣市新川	24.36833	124.14333
石垣市平久保	24.58667	124.31
与那国町祖納	24.46667	123.01
与那国町久部良	24.45167	122.945
竹富町大原	24.27333	123.88
竹富町黒島	24.24167	124.00833
竹富町波照間	24.06167	123.77833
竹富町上原小学校	24.425	123.79
